function	genus	pre_HPM	drought_HPM	delta	log2FC	cliffs_delta	p	mixed_p	q_BH	mixed_q_BH
CAZy:degradation	Soehngenia	0.1213	0.1714	0.0501	0.4951	-0.0022	1.0	0.4553	1.0	0.5816
CAZy:degradation	Inmirania	0.3049	0.1713	-0.1337	-0.8287	-0.4957	0.0057	0.0142	0.0264	0.0547
CAZy:degradation	Tulasnella	0.2104	0.1711	-0.0393	-0.2968	-0.213	0.2373	0.494	0.3377	0.6166
CAZy:degradation	Ahniella	0.3019	0.1709	-0.131	-0.8174	-0.4696	0.0088	0.0783	0.0355	0.1716
CAZy:degradation	Quadrisphaera	0.0766	0.1708	0.0942	1.1461	0.413	0.0213	0.003	0.0624	0.0195
CAZy:degradation	Marivirga	0.2458	0.1708	-0.075	-0.5227	-0.2717	0.131	0.0997	0.2195	0.2021
CAZy:degradation	Candidatus Viridilinea	0.2548	0.1704	-0.0844	-0.5775	-0.2739	0.128	0.0965	0.2153	0.1973
CAZy:degradation	Lactiplantibacillus	0.1239	0.1703	0.0464	0.4553	0.2065	0.2523	0.2238	0.3541	0.3552
CAZy:degradation	Pycnococcus	0.1716	0.1698	-0.0019	-0.0156	-0.2	0.2677	0.7964	0.3698	0.8589
CAZy:degradation	Pseudacidobacterium	0.1828	0.1696	-0.0132	-0.1071	-0.0391	0.8358	0.7671	0.8759	0.8376
CAZy:degradation	Acidisarcina	0.2695	0.1691	-0.1004	-0.6691	-0.4435	0.0134	0.0715	0.0458	0.1615
CAZy:degradation	Nemania	0.0401	0.1689	0.1288	2.0478	0.3435	0.0552	0.0059	0.1196	0.0293
CAZy:degradation	Jeongeupia	0.579	0.1688	-0.4102	-1.772	-0.687	0.0001	0.0	0.0033	0.0002
CAZy:degradation	Terasakiella	0.2657	0.1688	-0.097	-0.652	-0.3891	0.0302	0.0254	0.0795	0.0804
CAZy:degradation	Pleionea	0.356	0.1687	-0.1873	-1.073	-0.5217	0.0036	0.0046	0.0202	0.0254
CAZy:degradation	Hirsutella	0.0137	0.1686	0.1549	3.5263	0.513	0.0023	0.0013	0.0158	0.0109
CAZy:degradation	Fischerella	0.2677	0.1684	-0.0993	-0.6652	-0.4522	0.0116	0.1153	0.0422	0.2234
CAZy:degradation	Methylovulum	0.3822	0.1684	-0.2138	-1.1778	-0.3174	0.0769	0.0453	0.1502	0.1177
CAZy:degradation	Azorhizobium	0.1602	0.1682	0.008	0.0699	-0.1587	0.3805	0.8911	0.4847	0.9318
CAZy:degradation	Denitrovibrio	0.1923	0.1681	-0.0242	-0.1929	-0.1609	0.3735	0.2861	0.4773	0.4206
CAZy:degradation	Methanospirillum	0.1607	0.1681	0.0074	0.0648	-0.0957	0.5998	0.9939	0.6828	0.9995
CAZy:degradation	Diversispora	0.3092	0.168	-0.1412	-0.8763	-0.3435	0.0559	0.058	0.1203	0.14
CAZy:degradation	Cercomonas	0.3213	0.1678	-0.1535	-0.9329	-0.5478	0.0022	0.0002	0.0154	0.003
CAZy:degradation	Thalassobaculum	0.3528	0.1678	-0.185	-1.0679	-0.4913	0.0061	0.0038	0.0279	0.0222
CAZy:degradation	Echria	0.0298	0.1675	0.1377	2.4515	0.4522	0.0093	0.0041	0.0367	0.0235
CAZy:degradation	Lecanicillium	0.0235	0.1674	0.1439	2.782	0.6174	0.0005	0.0049	0.0065	0.0264
CAZy:degradation	Parafilimonas	0.427	0.1672	-0.2598	-1.3476	-0.613	0.0006	0.0	0.0074	0.0
CAZy:degradation	Minwuia	0.1451	0.1672	0.0221	0.2032	0.0326	0.8646	0.6089	0.8995	0.7133
CAZy:degradation	Candidimonas	0.3011	0.1672	-0.134	-0.8452	-0.5348	0.0029	0.0472	0.0175	0.1212
CAZy:degradation	Tieghemostelium	0.2264	0.1671	-0.0594	-0.4365	-0.2087	0.2474	0.2104	0.348	0.3384
CAZy:degradation	Methanothrix	0.2362	0.1669	-0.0693	-0.4987	-0.3652	0.0419	0.1413	0.0992	0.257
CAZy:degradation	Pseudolactococcus	0.0812	0.1666	0.0854	1.0279	0.3391	0.058	0.0459	0.1241	0.119
CAZy:degradation	Thiopseudomonas	0.1996	0.1664	-0.0332	-0.2613	-0.0935	0.609	0.4295	0.6916	0.5583
CAZy:degradation	Thoreauomyces	0.5285	0.1657	-0.3628	-1.6676	-0.5522	0.0021	0.0001	0.0145	0.0015
CAZy:degradation	Chiayiivirga	0.3628	0.1656	-0.1972	-1.1269	-0.5304	0.0031	0.0019	0.0183	0.014
CAZy:degradation	Tianweitania	0.1778	0.1653	-0.0125	-0.1048	-0.0696	0.7058	0.7834	0.7709	0.8498
CAZy:degradation	Cephalotrichum	0.0613	0.165	0.1038	1.4152	0.2304	0.1991	0.095	0.2977	0.1955
CAZy:degradation	Cerasicoccus	0.302	0.1648	-0.1372	-0.8701	-0.5109	0.0044	0.0447	0.0226	0.1168
CAZy:degradation	Dunaliella	0.1474	0.1647	0.0173	0.1595	-0.0391	0.836	0.6981	0.8759	0.7836
CAZy:degradation	Diaphorobacter	0.3913	0.1645	-0.2267	-1.2446	-0.4935	0.0059	0.003	0.027	0.0192
CAZy:degradation	Desulforhopalus	0.3709	0.1643	-0.2065	-1.1695	-0.5217	0.0036	0.0015	0.0202	0.012
CAZy:degradation	Desulforamulus	0.2427	0.1643	-0.0784	-0.5598	-0.4087	0.0227	0.1594	0.0648	0.2802
CAZy:degradation	Thermalbibacter	0.0983	0.1643	0.066	0.7351	0.3239	0.0715	0.0325	0.1421	0.0942
CAZy:degradation	Chlorogloeopsis	0.1884	0.1635	-0.0248	-0.2028	-0.2174	0.2271	0.6043	0.3279	0.7091
CAZy:degradation	Nowakowskiella	0.1906	0.1631	-0.0274	-0.223	-0.1696	0.3485	0.2836	0.4528	0.418
CAZy:degradation	Arcicella	0.335	0.163	-0.172	-1.0346	-0.5217	0.0036	0.004	0.0202	0.0232
CAZy:degradation	Solicola	0.0403	0.163	0.1227	1.9902	0.4348	0.0124	0.0171	0.044	0.0622
CAZy:degradation	Roseihalotalea	0.1944	0.1629	-0.0315	-0.2535	-0.1739	0.336	0.5341	0.4398	0.6511
CAZy:degradation	Oceaniferula	0.2376	0.1627	-0.0749	-0.5437	-0.313	0.0807	0.2434	0.1553	0.3762
CAZy:degradation	Hyaloraphidium	0.2315	0.1626	-0.0689	-0.5069	-0.287	0.1106	0.1698	0.1936	0.2921
CAZy:degradation	Breoghania	0.2588	0.1624	-0.0964	-0.6692	-0.413	0.0214	0.036	0.0624	0.1008
CAZy:degradation	Polysphondylium	0.2627	0.1621	-0.1006	-0.6933	-0.4196	0.0193	0.0139	0.0588	0.0539
CAZy:degradation	Ostreococcus	0.2707	0.162	-0.1087	-0.737	-0.3565	0.0472	0.0274	0.1078	0.0844
CAZy:degradation	Rhodovastum	0.2542	0.1617	-0.0925	-0.6497	-0.3304	0.0658	0.2129	0.1348	0.3412
CAZy:degradation	Plasmodium	0.2827	0.1616	-0.1211	-0.8031	-0.4087	0.0228	0.0224	0.0648	0.0741
CAZy:degradation	Oceanomicrobium	0.1519	0.1614	0.0095	0.0867	0.0391	0.8359	0.8248	0.8759	0.8811
CAZy:degradation	Oceanibaculum	0.2888	0.1613	-0.1275	-0.8361	-0.5152	0.004	0.0153	0.0217	0.0577
CAZy:degradation	Mucisphaera	0.2996	0.1613	-0.1383	-0.889	-0.5261	0.0033	0.0041	0.0193	0.0233
CAZy:degradation	Pyrenochaeta	0.0255	0.161	0.1356	2.6145	0.2826	0.0948	0.0214	0.1735	0.0717
CAZy:degradation	Phytoamicus	0.3105	0.161	-0.1495	-0.9434	-0.5348	0.0028	0.0016	0.0175	0.0122
CAZy:degradation	Embleya	0.1221	0.161	0.0389	0.3967	0.1609	0.3741	0.1999	0.4773	0.3261
CAZy:degradation	Polaribacter	0.2884	0.1608	-0.1276	-0.8386	-0.4609	0.0102	0.0146	0.0386	0.0558
CAZy:degradation	Sulfidibacter	0.2662	0.1607	-0.1055	-0.7249	-0.5043	0.0049	0.05	0.024	0.1261
CAZy:degradation	Aliidiomarina	0.2272	0.1601	-0.0671	-0.5021	-0.3652	0.042	0.153	0.0992	0.272
CAZy:degradation	Amoeboaphelidium	0.3486	0.1601	-0.1885	-1.1178	-0.6652	0.0002	0.0	0.0044	0.0004
CAZy:degradation	Pluteus	0.3685	0.16	-0.2085	-1.1984	-0.1348	0.4556	0.2275	0.5576	0.3594
CAZy:degradation	Lojkania	0.1	0.1596	0.0595	0.6683	0.3761	0.0351	0.1649	0.0878	0.2867
CAZy:degradation	Motiliproteus	0.1607	0.1595	-0.0012	-0.0105	-0.0739	0.6878	0.9443	0.7556	0.9671
CAZy:degradation	Marinivivus	0.2171	0.1594	-0.0577	-0.4433	-0.2304	0.2008	0.1638	0.2985	0.2854
CAZy:degradation	Spiribacter	0.2588	0.1593	-0.0995	-0.6965	-0.5196	0.0038	0.0921	0.0207	0.191
CAZy:degradation	Sulfuritortus	0.2472	0.1591	-0.0881	-0.6326	-0.3891	0.0302	0.0331	0.0794	0.0949
CAZy:degradation	Branchiibius	0.0332	0.159	0.1257	2.2245	0.4826	0.0065	0.0014	0.0291	0.0112
CAZy:degradation	Simplicispira	0.4195	0.1589	-0.2606	-1.395	-0.687	0.0001	0.0	0.0033	0.0011
CAZy:degradation	Tistrella	0.2031	0.158	-0.0451	-0.36	-0.2609	0.1473	0.282	0.2394	0.4173
CAZy:degradation	Ruminiclostridium	0.3504	0.1578	-0.1926	-1.1457	-0.5	0.0053	0.0031	0.0251	0.0198
CAZy:degradation	Pleomorphomonas	0.1749	0.1576	-0.0173	-0.1494	-0.1696	0.3483	0.685	0.4528	0.7737
CAZy:degradation	Sunxiuqinia	0.2236	0.1574	-0.0662	-0.5036	-0.3348	0.0623	0.2447	0.1301	0.378
CAZy:degradation	Lapillicoccus	0.0823	0.1572	0.0748	0.9245	0.3348	0.0625	0.022	0.1301	0.0731
CAZy:degradation	Corynespora	0.0229	0.1571	0.1342	2.7276	0.5391	0.0019	0.016	0.014	0.0592
CAZy:degradation	Bacteriovorax	0.2886	0.157	-0.1316	-0.8739	-0.4848	0.0069	0.0021	0.0301	0.0151
CAZy:degradation	Myotisia	0.0612	0.1569	0.0957	1.3436	0.5391	0.0023	0.1303	0.0157	0.2428
CAZy:degradation	Tsukamurella	0.1413	0.1569	0.0156	0.1504	0.1739	0.3355	0.8727	0.4398	0.919
CAZy:degradation	Allomicrovenator	0.2515	0.1567	-0.0948	-0.6788	-0.3696	0.0396		0.0954	1.0
CAZy:degradation	Entamoeba	0.2592	0.1566	-0.1026	-0.7232	-0.3696	0.0387	0.0556	0.0942	0.1362
CAZy:degradation	Porphyridium	0.1712	0.1566	-0.0146	-0.1276	-0.2174	0.228	0.6775	0.328	0.7685
CAZy:degradation	Basidiobolus	0.2276	0.1565	-0.0711	-0.5376	-0.3217	0.0735	0.1002	0.1447	0.2029
CAZy:degradation	Chloropicon	0.3065	0.1561	-0.1503	-0.9683	-0.4348	0.0154	0.0019	0.0504	0.014
CAZy:degradation	Candidatus Magnetobacterium	0.1491	0.1561	0.007	0.0653	-0.1	0.5833	0.9646	0.6681	0.9808
CAZy:degradation	Allochromatium	0.1977	0.1559	-0.0418	-0.3406	-0.3283	0.0678	0.3613	0.138	0.4936
CAZy:degradation	Angustibacter	0.0864	0.1558	0.0693	0.8424	0.3522	0.0493	0.0907	0.1109	0.1891
CAZy:degradation	Buchnera	0.1818	0.1557	-0.026	-0.2216	-0.2957	0.1001	0.5463	0.18	0.6622
CAZy:degradation	Plastoroseomonas	0.3177	0.1556	-0.1622	-1.0255	-0.5457	0.0023	0.0078	0.0158	0.0359
CAZy:degradation	Hortaea	0.1809	0.1555	-0.0254	-0.217	-0.1326	0.4649	0.6359	0.5652	0.7346
CAZy:degradation	Martelella	0.2041	0.1554	-0.0487	-0.3911	-0.2565	0.1543	0.3208	0.2467	0.4551
CAZy:degradation	Planotetraspora	0.1628	0.155	-0.0078	-0.0703	-0.1696	0.3485	0.8148	0.4528	0.8728
CAZy:degradation	Lewinella	0.345	0.1546	-0.1903	-1.1525	-0.6478	0.0003	0.0003	0.0052	0.004
CAZy:degradation	Pythium	0.2281	0.1544	-0.0736	-0.5595	-0.3087	0.086	0.0593	0.1616	0.1419
CAZy:degradation	Vitiosangium	0.2906	0.1541	-0.1365	-0.9109	-0.5913	0.001	0.0024	0.0095	0.0166
CAZy:degradation	Dendryphion	0.0133	0.1538	0.1405	3.4389	0.5174	0.0023	0.0086	0.0158	0.0385
CAZy:degradation	Smittium	0.3018	0.1533	-0.1485	-0.9728	-0.613	0.0006	0.0	0.0074	0.0007
CAZy:degradation	Halobacillus	0.1101	0.153	0.043	0.4717	0.0848	0.6435	0.2538	0.721	0.3875
CAZy:degradation	Borborobacter	0.226	0.153	-0.073	-0.5602	-0.3478	0.0527	0.088	0.1157	0.186
CAZy:degradation	Foetidibacter	0.3608	0.1527	-0.2081	-1.2349	-0.6304	0.0004	0.0007	0.0063	0.007
CAZy:degradation	Sulfurovum	0.2623	0.1526	-0.1097	-0.7775	-0.4478	0.0126	0.0031	0.0441	0.0199
CAZy:degradation	Desulfosporosinus	0.1785	0.1525	-0.0261	-0.2262	-0.2435	0.1762	0.5755	0.2733	0.6848
CAZy:degradation	Bryopsis	0.2327	0.1523	-0.0804	-0.6081	-0.3217	0.0735	0.0866	0.1447	0.1836
CAZy:degradation	Lentisphaera	0.2378	0.1522	-0.0856	-0.6404	-0.3478	0.0528	0.1318	0.1157	0.2451
CAZy:degradation	Heterostelium	0.2326	0.1517	-0.0809	-0.6133	-0.2826	0.116	0.1348	0.2003	0.2488
CAZy:degradation	Chitiniphilus	0.2108	0.1516	-0.0592	-0.4727	-0.2826	0.1162	0.1996	0.2003	0.3259
CAZy:degradation	Pelolinea	0.182	0.1514	-0.0305	-0.2635	-0.3478	0.0524	0.4649	0.1156	0.5901
CAZy:degradation	Psychromonas	0.1301	0.1514	0.0213	0.2175	0.0565	0.7607	0.4992	0.8175	0.621
CAZy:degradation	Dickeya	0.2029	0.1513	-0.0515	-0.4205	-0.213	0.237	0.3126	0.3377	0.4471
CAZy:degradation	Robbsia	0.2216	0.1512	-0.0704	-0.5485	-0.3957	0.0275	0.0698	0.0742	0.1589
CAZy:degradation	Amanita	0.1993	0.151	-0.0482	-0.3976	-0.0261	0.8934	0.5493	0.9192	0.6644
CAZy:degradation	Glaciimonas	0.2524	0.151	-0.1014	-0.7372	-0.3696	0.0396	0.0159	0.0954	0.0591
CAZy:degradation	Desulfoferula	0.185	0.151	-0.034	-0.2912	-0.163	0.3674	0.3838	0.471	0.5158
CAZy:degradation	Andreprevotia	0.2146	0.1508	-0.0638	-0.506	-0.3978	0.0266	0.1349	0.0729	0.2489
CAZy:degradation	Candidatus Vallotiella	0.8768	0.1507	-0.7261	-2.5327	-0.7348	0.0	0.0001	0.0023	0.0015
CAZy:degradation	Undibacter	0.1536	0.1507	-0.003	-0.0279	-0.1217	0.5028	0.9649	0.5981	0.9808
CAZy:degradation	Rudanella	0.0868	0.1506	0.0638	0.7882	-0.05	0.7875	0.1589	0.8408	0.2799
CAZy:degradation	Enteractinococcus	0.0158	0.1506	0.1347	3.17	0.5957	0.0006	0.0785	0.0075	0.1719
CAZy:degradation	Candidatus Dormiibacter	0.1595	0.1506	-0.0089	-0.0826	-0.163	0.3676	0.8014	0.471	0.862
CAZy:degradation	Sporolactobacillus	0.1494	0.1504	0.001	0.0098	-0.0609	0.7422	0.9778	0.8016	0.9889
CAZy:degradation	Dinghuibacter	0.3843	0.1499	-0.2345	-1.3528	-0.587	0.001	0.0002	0.01	0.0029
CAZy:degradation	Pseudomarimonas	0.2084	0.1496	-0.0588	-0.4756	-0.2783	0.1213	0.203	0.2075	0.3303
CAZy:degradation	Oceanospirillum	0.1545	0.1495	-0.0049	-0.0465	0.0326	0.8646	0.8831	0.8995	0.9266
CAZy:degradation	Diacronema	0.1507	0.1495	-0.0012	-0.0113	-0.0522	0.779	0.9719	0.8328	0.9853
CAZy:degradation	Methylohalomonas	0.1451	0.1494	0.0043	0.0414	-0.1522	0.3999	0.9222	0.5042	0.9504
CAZy:degradation	Thermoactinospora	0.0815	0.1494	0.0679	0.8665	0.4217	0.0188	0.0184	0.0576	0.0654
CAZy:degradation	Paraplanobispora	0.0896	0.1493	0.0597	0.7301	0.1957	0.2776	0.154	0.3804	0.2731
CAZy:degradation	Hydrogenivirga	0.132	0.1492	0.0172	0.1756	-0.087	0.6348	0.6979	0.7127	0.7836
CAZy:degradation	Pinibacter	0.5911	0.1492	-0.442	-1.9795	-0.7196	0.0001	0.0	0.0026	0.0005
CAZy:degradation	Saccharospirillum	0.3212	0.1487	-0.1725	-1.1062	-0.513	0.0041	0.0052	0.0221	0.0275
CAZy:degradation	Roseospira	0.1379	0.1487	0.0108	0.1079	-0.1478	0.4146	0.9267	0.5168	0.9538
CAZy:degradation	Allomyces	0.2163	0.1484	-0.0679	-0.5408	-0.2152	0.2326	0.0744	0.3333	0.1662
CAZy:degradation	Leeia	0.3315	0.1481	-0.1834	-1.1569	-0.4783	0.0076	0.0024	0.0322	0.0163
CAZy:degradation	Thermodesulfatator	0.2522	0.1479	-0.1043	-0.7659	-0.4848	0.0069	0.0239	0.0301	0.0771
CAZy:degradation	Sporomusa	0.1985	0.1479	-0.0506	-0.4221	-0.2348	0.1926	0.1288	0.2901	0.2411
CAZy:degradation	Candidatus Auribacter	0.1875	0.1478	-0.0396	-0.3404	-0.2109	0.2423	0.565	0.3436	0.6765
CAZy:degradation	Advenella	0.1842	0.1478	-0.0364	-0.3155	-0.2565	0.1542	0.3256	0.2467	0.4591
CAZy:degradation	Methyloterricola	0.1929	0.1477	-0.0453	-0.3836	-0.2565	0.1542	0.359	0.2467	0.4911
CAZy:degradation	Methylosinus	0.185	0.1476	-0.0374	-0.324	-0.2783	0.122	0.37	0.2078	0.5023
CAZy:degradation	Chondrinema	0.1095	0.1475	0.0381	0.427	0.0087	0.9709	0.2534	0.9798	0.3874
CAZy:degradation	Blyttiomyces	0.1683	0.1473	-0.021	-0.1907	-0.1826	0.3122	0.5609	0.4153	0.673
CAZy:degradation	Segeticoccus	0.1109	0.1473	0.0364	0.4065	0.3043	0.0905	0.2894	0.1675	0.4241
CAZy:degradation	Stentor	0.2077	0.1472	-0.0605	-0.4939	-0.1174	0.5182	0.2337	0.613	0.3657
CAZy:degradation	Thecamonas	0.2846	0.1471	-0.1375	-0.9476	-0.4522	0.0117	0.0006	0.0422	0.0063
CAZy:degradation	Lasiosphaeria	0.0356	0.1465	0.1109	2.0089	0.5826	0.001	0.0012	0.01	0.0098
CAZy:degradation	Exilibacterium	0.1731	0.1465	-0.0266	-0.2393	-0.2217	0.2182	0.5603	0.3178	0.6727
CAZy:degradation	Pyricularia	0.1362	0.1457	0.0094	0.096	0.1087	0.5507	0.2396	0.6396	0.3719
CAZy:degradation	Natrinema	0.025	0.1456	0.1205	2.4932	0.5391	0.0021	0.0012	0.0148	0.0099
CAZy:degradation	Alicycliphilus	0.1529	0.1455	-0.0074	-0.071	-0.2522	0.1596	0.8424	0.2534	0.894
CAZy:degradation	Triparma	0.3478	0.1447	-0.2031	-1.2594	-0.5739	0.0014	0.0	0.0115	0.0007
CAZy:degradation	Candidatus Thioglobus	0.2823	0.1447	-0.1376	-0.9596	-0.5565	0.0019	0.0014	0.014	0.0114
CAZy:degradation	Gonium	0.4769	0.1445	-0.3324	-1.7154	-0.5739	0.0014	0.0001	0.0115	0.0011
CAZy:degradation	Candidatus Thermochlorobacter	0.1288	0.1445	0.0156	0.1642	0.1043	0.5654	0.6626	0.6541	0.7557
CAZy:degradation	Silvimonas	0.2107	0.1444	-0.0664	-0.5426	-0.3435	0.0548	0.1813	0.1191	0.3045
CAZy:degradation	Anaerococcus	0.0635	0.1443	0.0808	1.1712	0.4609	0.0097	0.0067	0.0376	0.0323
CAZy:degradation	Badhamia	0.228	0.1442	-0.0838	-0.6576	-0.3739	0.0373	0.0638	0.0915	0.1492
CAZy:degradation	Desulfogranum	0.1463	0.1442	-0.0021	-0.0211	-0.1522	0.3999	0.951	0.5042	0.9719
CAZy:degradation	Paracraurococcus	0.1332	0.1438	0.0106	0.1097	0.0261	0.8931	0.8244	0.9192	0.8809
CAZy:degradation	Aequorivita	0.2252	0.1437	-0.0815	-0.6445	-0.3283	0.0677	0.0433	0.1378	0.1143
CAZy:degradation	Pelobacter	0.2386	0.1437	-0.0949	-0.7275	-0.4196	0.0194	0.1074	0.0589	0.2132
CAZy:degradation	Candidatus Uabimicrobium	0.3204	0.1437	-0.1767	-1.1515	-0.6522	0.0003	0.0004	0.005	0.005
CAZy:degradation	Lutibacter	0.2959	0.1437	-0.1522	-1.037	-0.487	0.0066	0.0166	0.0293	0.0608
CAZy:degradation	Ureibacillus	0.0786	0.1436	0.065	0.8615	0.0913	0.6147	0.1332	0.6961	0.2467
CAZy:degradation	Pseudenhygromyxa	0.3549	0.1432	-0.2117	-1.3038	-0.4957	0.0056	0.0005	0.0263	0.0053
CAZy:degradation	Thermorudis	0.1067	0.1431	0.0364	0.4205	0.1761	0.3299	0.2342	0.4338	0.3661
CAZy:degradation	Cognatiluteimonas	0.2506	0.1426	-0.108	-0.8094	-0.513	0.0042	0.0	0.0221	0.0002
CAZy:degradation	Tistlia	0.198	0.1425	-0.0555	-0.472	-0.4109	0.0221	0.2591	0.0639	0.3932
CAZy:degradation	Flavitalea	0.2744	0.1422	-0.1322	-0.9437	-0.3826	0.0328	0.0089	0.0841	0.0396
CAZy:degradation	Candidatus Scalindua	0.3258	0.1421	-0.1837	-1.1911	-0.6087	0.0007	0.0001	0.0077	0.002
CAZy:degradation	Amoeba	0.1676	0.1421	-0.0255	-0.2367	-0.1478	0.4145	0.5647	0.5168	0.6764
CAZy:degradation	Ketobacter	0.331	0.1419	-0.1891	-1.2165	-0.587	0.001	0.0046	0.01	0.0252
CAZy:degradation	Paracidobacterium	0.2275	0.1416	-0.0859	-0.6803	-0.3587	0.0458	0.066	0.1055	0.1531
CAZy:degradation	Aquariibacter	0.3299	0.1416	-0.1883	-1.2144	-0.6174	0.0006	0.0	0.0071	0.0002
CAZy:degradation	Flexilinea	0.1129	0.1415	0.0286	0.3228	0.0043	0.9903	0.4958	0.9944	0.618
CAZy:degradation	Extensimonas	0.2105	0.1411	-0.0693	-0.5731	-0.3087	0.0856	0.0818	0.1614	0.1764
CAZy:degradation	Egibacter	0.0886	0.1406	0.052	0.6606	0.3174	0.0771	0.1028	0.1505	0.2069
CAZy:degradation	Blattabacterium	0.2906	0.1405	-0.15	-1.0427	-0.5391	0.0026	0.0015	0.0167	0.0119
CAZy:degradation	Ferrithrix	0.0848	0.1398	0.055	0.7144	0.3391	0.0588	0.0658	0.1256	0.1527
CAZy:degradation	Umezawaea	0.2023	0.1396	-0.0627	-0.5318	-0.237	0.1884	0.091	0.2868	0.1893
CAZy:degradation	Algiphilus	0.2296	0.1395	-0.0901	-0.7145	-0.4174	0.02	0.0384	0.0599	0.1056
CAZy:degradation	Methanolobus	0.1759	0.1395	-0.0365	-0.3331	-0.163	0.367	0.2439	0.4709	0.3769
CAZy:degradation	Cycloclasticus	0.1564	0.1394	-0.017	-0.1647	-0.113	0.5346	0.5943	0.6272	0.7011
CAZy:degradation	Ruania	0.0615	0.1394	0.0779	1.1681	0.4065	0.0231	0.0271	0.0655	0.0837
CAZy:degradation	Actinoalloteichus	0.0989	0.1393	0.0404	0.4896	0.2	0.2673	0.2102	0.3698	0.3382
CAZy:degradation	Candidatus Vecturithrix	0.237	0.1392	-0.0978	-0.7633	-0.4717	0.0085	0.022	0.0348	0.0731
CAZy:degradation	Wenjunlia	0.0362	0.1392	0.103	1.9145	0.6913	0.0001	0.0	0.0032	0.0001
CAZy:degradation	Daldinia	0.0269	0.1391	0.1122	2.327	0.6739	0.0001	0.0001	0.0036	0.0023
CAZy:degradation	Ruicaihuangia	0.0671	0.1391	0.072	1.0413	0.2739	0.1272	0.0241	0.2152	0.0776
CAZy:degradation	Cladophialophora	0.0731	0.1388	0.0657	0.9164	0.2348	0.1913	0.0561	0.2901	0.137
CAZy:degradation	Chitinibacter	0.2886	0.1386	-0.15	-1.0525	-0.4174	0.02	0.0059	0.0599	0.0293
CAZy:degradation	Candidatus Methylacidithermus	0.1636	0.1385	-0.0251	-0.239	-0.2065	0.2518	0.6482	0.3536	0.744
CAZy:degradation	Salinimicrobium	0.2056	0.1384	-0.0672	-0.5672	-0.3717	0.0384	0.0978	0.0936	0.1994
CAZy:degradation	Desulfofustis	0.2006	0.1383	-0.0622	-0.5327	-0.3087	0.0859	0.1599	0.1616	0.2806
CAZy:degradation	Rhodovibrio	0.1697	0.138	-0.0317	-0.2964	-0.087	0.6347	0.4345	0.7127	0.5632
CAZy:degradation	Cryptococcus	0.0704	0.138	0.0675	0.96	0.15	0.4062	0.1817	0.5105	0.3052
CAZy:degradation	Candidatus Endolissoclinum	0.1814	0.138	-0.0434	-0.3924	-0.3217	0.0734	0.2082	0.1447	0.3363
CAZy:degradation	Veillonella	0.1202	0.1379	0.0177	0.1964	0.0522	0.7794	0.4813	0.8328	0.6051
CAZy:degradation	Pneumocystis	0.2501	0.1378	-0.1123	-0.8554	-0.5826	0.0012	0.0001	0.0105	0.0019
CAZy:degradation	Stylonychia	0.2251	0.1377	-0.0875	-0.7054	-0.4739	0.0082	0.0066	0.034	0.0319
CAZy:degradation	Phascolarctobacterium	0.0914	0.1376	0.0461	0.5841	0.3174	0.0773	0.1437	0.1506	0.2599
CAZy:degradation	Micropruina	0.066	0.1375	0.0715	1.0475	0.3435	0.0556	0.0056	0.1203	0.0285
CAZy:degradation	Paracidovorax	0.3188	0.1374	-0.1814	-1.2082	-0.5391	0.0026	0.0049	0.0167	0.0264
CAZy:degradation	Streptomonospora	0.0528	0.1372	0.0844	1.3613	0.5565	0.0019	0.0126	0.014	0.0507
CAZy:degradation	Vitrella	0.2146	0.1369	-0.0777	-0.6451	-0.2	0.2675	0.0983	0.3698	0.2
CAZy:degradation	Hyphobacterium	0.221	0.1369	-0.0841	-0.6869	-0.4261	0.0175	0.0264	0.055	0.0825
CAZy:degradation	Candidatus Aquirickettsiella	0.0044	0.1366	0.1322	4.6675	0.6652	0.0001	0.0004	0.003	0.0047
CAZy:degradation	Dehalogenimonas	0.1164	0.1365	0.0201	0.2284	0.1348	0.4567	0.7075	0.5576	0.7908
CAZy:degradation	Cardiobacterium	0.1579	0.1364	-0.0216	-0.2103	-0.1087	0.5483	0.4408	0.6396	0.5687
CAZy:degradation	Phytomonospora	0.1402	0.1363	-0.0038	-0.0398	-0.0978	0.5917	0.9157	0.6765	0.946
CAZy:degradation	Neomoorella	0.1316	0.1362	0.0046	0.0494	-0.0587	0.7515	0.9087	0.8101	0.9424
CAZy:degradation	Lunatimonas	0.1223	0.1362	0.0139	0.1541	-0.113	0.5328	0.7922	0.6263	0.8567
CAZy:degradation	Novilysobacter	0.1838	0.1362	-0.0476	-0.4301	-0.2957	0.1001	0.2324	0.18	0.3648
CAZy:degradation	Pacificimonas	0.1508	0.1361	-0.0147	-0.147	-0.2348	0.1917	0.7421	0.2901	0.8174
CAZy:degradation	Thermobifida	0.0959	0.136	0.0401	0.4999	0.1522	0.4005	0.2502	0.5042	0.3837
CAZy:degradation	Dimargaris	0.2839	0.1358	-0.148	-1.058	-0.4783	0.0076	0.0008	0.0321	0.0074
CAZy:degradation	Sphingorhabdus	0.2467	0.1358	-0.1109	-0.8568	-0.4565	0.0109	0.017	0.0405	0.0617
CAZy:degradation	Cnuella	0.3589	0.1357	-0.2233	-1.3971	-0.5478	0.0022	0.0008	0.0154	0.0074
CAZy:degradation	Methanoregula	0.1482	0.1355	-0.0128	-0.1289	-0.063	0.7328	0.6241	0.7947	0.725
