feature	pre	drought	log2FC	p	cliffs_delta	q_BH
GT72522	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
AA2140713	0.0	0.0023	1.7371	0.3757	0.0435	0.5037
AA2139844	0.0	0.0006	0.703	0.3757	0.0435	0.5037
AA2139245	0.0	0.0007	0.7443	0.3757	0.0435	0.5037
AA2138129	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA2137643	0.0	0.0008	0.8818	0.3757	0.0435	0.5037
GT86098	0.0	0.0045	2.4621	0.3757	0.0435	0.5037
AA22260	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA2613952	0.0	0.0042	2.3822	0.3757	0.0435	0.5037
PL51208	0.0	0.0007	0.7934	0.3757	0.0435	0.5037
PL51141	0.0	0.0007	0.7443	0.3757	0.0435	0.5037
PL51052	0.0	0.0017	1.4071	0.3757	0.0435	0.5037
PL51034	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
PL51024	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GT96821	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
GT96316	0.0	0.0007	0.7931	0.3757	0.0435	0.5037
GT96112	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GT95545	0.0	0.0008	0.8358	0.3757	0.0435	0.5037
GT93717	0.0	0.001	1.0084	0.3757	0.0435	0.5037
AA24524	0.0	0.0062	2.8506	0.3757	0.0435	0.5037
AA24357	0.0	0.0047	2.5133	0.3757	0.0435	0.5037
GT78307	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
AA21928	0.0	0.0017	1.4071	0.3757	0.0435	0.5037
AA21737	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GT67714	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GT67707	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GT67126	0.0	0.0009	0.9226	0.3757	0.0435	0.5037
AA2142721	0.0	0.0017	1.4071	0.3757	0.0435	0.5037
AA2142720	0.0	0.0017	1.4071	0.3757	0.0435	0.5037
AA2142261	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA2142260	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA2142242	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
AA2142239	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA2142136	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA2142095	0.0	0.0017	1.4071	0.3757	0.0435	0.5037
PL94284	0.0	0.0025	1.8122	0.3757	0.0435	0.5037
AA12726	0.0	0.0057	2.7426	0.3757	0.0435	0.5037
AA1163775	0.0	0.0017	1.4071	0.3757	0.0435	0.5037
AA11219	0.0	0.0005	0.6017	0.3757	0.0435	0.5037
GT83525	0.0	0.0022	1.6778	0.3757	0.0435	0.5037
GT81704	0.0	0.0034	2.131	0.3757	0.0435	0.5037
GT80780	0.0	0.0019	1.5501	0.3757	0.0435	0.5037
GT80553	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GT80114	0.0	0.0013	1.1737	0.3757	0.0435	0.5037
GT79651	0.0	0.0009	0.9226	0.3757	0.0435	0.5037
GT79374	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
PL79544	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
PL95107	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
PL94708	0.0	0.0013	1.1837	0.3757	0.0435	0.5037
AA13598	0.0	0.0016	1.3616	0.3757	0.0435	0.5037
PL94217	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
PL93967	0.0	0.0017	1.4071	0.3757	0.0435	0.5037
AA09457	0.0	0.0088	3.2937	0.3757	0.0435	0.5037
AA08762	0.0	0.0016	1.3841	0.3757	0.0435	0.5037
AA04972	0.0	0.0009	0.9226	0.3757	0.0435	0.5037
AA04524	0.0	0.0006	0.7161	0.3757	0.0435	0.5037
AA04512	0.0	0.0027	1.8878	0.3757	0.0435	0.5037
CE99824	0.0	0.0009	0.9226	0.3757	0.0435	0.5037
CE99401	0.0	0.0014	1.2329	0.3757	0.0435	0.5037
CE99145	0.0	0.0018	1.4808	0.3757	0.0435	0.5037
AA00329	0.0	0.0007	0.7443	0.3757	0.0435	0.5037
PL95252	0.0	0.0008	0.8818	0.3757	0.0435	0.5037
PL80037	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
PL56483	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GT78249	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
GT78029	0.0	0.0013	1.1945	0.3757	0.0435	0.5037
GT77794	0.0	0.0005	0.6243	0.3757	0.0435	0.5037
GT76532	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
AA2137639	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA2137560	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
AA2137012	0.0	0.001	1.0084	0.3757	0.0435	0.5037
AA2136981	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
PL65809	0.0	0.002	1.5961	0.3757	0.0435	0.5037
PL62028	0.0	0.0015	1.3451	0.3757	0.0435	0.5037
PL59435	0.0	0.0041	2.3366	0.3757	0.0435	0.5037
PL58548	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
PL57537	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA2614141	0.0	0.0017	1.4251	0.3757	0.0435	0.5037
GT78618	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GT78584	0.0	0.0017	1.4071	0.3757	0.0435	0.5037
GT89379	0.0	0.0013	1.1737	0.3757	0.0435	0.5037
GT88912	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GT88795	0.0	0.0041	2.3618	0.3757	0.0435	0.5037
GT88784	0.0	0.0031	2.0289	0.3757	0.0435	0.5037
GT87819	0.0	0.0023	1.7271	0.3757	0.0435	0.5037
GT87384	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
AA2136721	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA2100054	0.0	0.0009	0.9226	0.3757	0.0435	0.5037
AA19630	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA18625	0.0	0.0013	1.1925	0.3757	0.0435	0.5037
AA16538	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
AA30998	0.0	0.001	1.0084	0.3757	0.0435	0.5037
GT40	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GT36729	0.0	0.001	0.9777	0.3757	0.0435	0.5037
AA33348	0.0	0.0005	0.6198	0.3757	0.0435	0.5037
AA33333	0.0	0.0006	0.7175	0.3757	0.0435	0.5037
PL50579	0.0	0.0014	1.2329	0.3757	0.0435	0.5037
PL50533	0.0	0.002	1.5961	0.3757	0.0435	0.5037
PL50383	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
PL50115	0.0	0.001	0.9777	0.3757	0.0435	0.5037
AA33074	0.0	0.0017	1.4071	0.3757	0.0435	0.5037
AA32022	0.0	0.0014	1.234	0.3757	0.0435	0.5037
AA32020	0.0	0.0008	0.8818	0.3757	0.0435	0.5037
AA31576	0.0	0.0006	0.7161	0.3757	0.0435	0.5037
AA30999	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
GT41854	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
GT47419	0.0	0.0018	1.4808	0.3757	0.0435	0.5037
GT47002	0.0	0.0015	1.302	0.3757	0.0435	0.5037
GT46651	0.0	0.0007	0.7451	0.3757	0.0435	0.5037
GT46055	0.0	0.002	1.5961	0.3757	0.0435	0.5037
AA30590	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA30336	0.0	0.002	1.5985	0.3757	0.0435	0.5037
AA29837	0.0	0.0005	0.6017	0.3757	0.0435	0.5037
AA29519	0.0	0.0015	1.2951	0.3757	0.0435	0.5037
AA29516	0.0	0.0025	1.8012	0.3757	0.0435	0.5037
AA29347	0.0	0.002	1.5961	0.3757	0.0435	0.5037
AA29137	0.0	0.001	0.9777	0.3757	0.0435	0.5037
AA29119	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GT51480	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
GT33395	0.0	0.0008	0.8358	0.3757	0.0435	0.5037
PL00579	0.0	0.0037	2.2216	0.3757	0.0435	0.5037
PL00508	0.0	0.0007	0.7931	0.3757	0.0435	0.5037
AA35385	0.0	0.001	0.9777	0.3757	0.0435	0.5037
AA35340	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA35137	0.0	0.0038	2.25	0.3757	0.0435	0.5037
AA34805	0.0	0.0006	0.7161	0.3757	0.0435	0.5037
AA34699	0.0	0.0015	1.2951	0.3757	0.0435	0.5037
AA34698	0.0	0.0015	1.3023	0.3757	0.0435	0.5037
AA34691	0.0	0.0053	2.6516	0.3757	0.0435	0.5037
AA34604	0.0	0.0017	1.4071	0.3757	0.0435	0.5037
GT33675	0.0	0.0016	1.3919	0.3757	0.0435	0.5037
GT33508	0.0	0.0013	1.1945	0.3757	0.0435	0.5037
GT33505	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GT50863	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
GT32496	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
GT32208	0.0	0.0016	1.3841	0.3757	0.0435	0.5037
AA34297	0.0	0.002	1.5961	0.3757	0.0435	0.5037
AA34209	0.0	0.001	0.9777	0.3757	0.0435	0.5037
AA33879	0.0	0.0027	1.8892	0.3757	0.0435	0.5037
AA33809	0.0	0.0008	0.8358	0.3757	0.0435	0.5037
AA33654	0.0	0.0007	0.7931	0.3757	0.0435	0.5037
AA33634	0.0	0.0011	1.0586	0.3757	0.0435	0.5037
AA33568	0.0	0.0007	0.7931	0.3757	0.0435	0.5037
AA33453	0.0	0.0007	0.7443	0.3757	0.0435	0.5037
AA33351	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
GT46052	0.0	0.0008	0.8818	0.3757	0.0435	0.5037
GT43635	0.0	0.002	1.5961	0.3757	0.0435	0.5037
AA2623905	0.0	0.0048	2.5267	0.3757	0.0435	0.5037
GT54942	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA2627907	0.0	0.0017	1.4251	0.3757	0.0435	0.5037
AA2627528	0.0	0.001	0.9777	0.3757	0.0435	0.5037
AA2626919	0.0	0.0008	0.8818	0.3757	0.0435	0.5037
AA2626712	0.0	0.0025	1.8188	0.3757	0.0435	0.5037
AA2626369	0.0	0.0007	0.7451	0.3757	0.0435	0.5037
AA2626360	0.0	0.0077	3.1263	0.3757	0.0435	0.5037
GT62542	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GT61422	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GT60857	0.0	0.001	0.9777	0.3757	0.0435	0.5037
GT60645	0.0	0.0015	1.3451	0.3757	0.0435	0.5037
AA2624951	0.0	0.0005	0.6243	0.3757	0.0435	0.5037
AA2624400	0.0	0.001	0.9777	0.3757	0.0435	0.5037
GT57961	0.0	0.0022	1.6625	0.3757	0.0435	0.5037
AA2623902	0.0	0.0067	2.9526	0.3757	0.0435	0.5037
AA2623691	0.0	0.0008	0.8818	0.3757	0.0435	0.5037
AA2623153	0.0	0.0008	0.8358	0.3757	0.0435	0.5037
AA2619825	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA2619015	0.0	0.0041	2.3618	0.3757	0.0435	0.5037
AA2618223	0.0	0.0018	1.4808	0.3757	0.0435	0.5037
GT65027	0.0	0.0011	1.052	0.3757	0.0435	0.5037
GT63582	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GT63418	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
GT62696	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA2614279	0.0	0.0054	2.68	0.3757	0.0435	0.5037
AA2614259	0.0	0.0006	0.7175	0.3757	0.0435	0.5037
AA2614197	0.0	0.0008	0.8302	0.3757	0.0435	0.5037
GT99364	0.0	0.0015	1.302	0.3757	0.0435	0.5037
AA28273	0.0	0.0008	0.8358	0.3757	0.0435	0.5037
AA26697	0.0	0.0026	1.843	0.3757	0.0435	0.5037
AA2634576	0.0	0.0013	1.1737	0.3757	0.0435	0.5037
AA2633213	0.0	0.0009	0.9226	0.3757	0.0435	0.5037
AA2632941	0.0	0.0014	1.234	0.3757	0.0435	0.5037
AA2632156	0.0	0.0007	0.7451	0.3757	0.0435	0.5037
AA2632138	0.0	0.0031	2.0495	0.3757	0.0435	0.5037
GT51927	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GT51769	0.0	0.001	0.9777	0.3757	0.0435	0.5037
GT51483	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GT51482	0.0	0.0037	2.2216	0.3757	0.0435	0.5037
PL00220	0.0	0.0005	0.6017	0.3757	0.0435	0.5037
GT99972	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
CE98956	0.0	0.0008	0.8239	0.3757	0.0435	0.5037
PL50757	0.0	0.0019	1.5524	0.3757	0.0435	0.5037
PL50724	0.0	0.0007	0.7443	0.3757	0.0435	0.5037
PL50684	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
PL50618	0.0	0.0019	1.5552	0.3757	0.0435	0.5037
PL50613	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
PL50586	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
PL50585	0.0	0.0006	0.703	0.3757	0.0435	0.5037
AA2630579	0.0	0.0007	0.7451	0.3757	0.0435	0.5037
AA2630451	0.0	0.0025	1.8188	0.3757	0.0435	0.5037
AA2629189	0.0	0.0007	0.7451	0.3757	0.0435	0.5037
AA2629187	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
AA2628706	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA2628176	0.0	0.0041	2.3381	0.3757	0.0435	0.5037
GH32326	0.0	0.0015	1.2951	0.3757	0.0435	0.5037
CE69767	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
CE69491	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
CE68465	0.0	0.0048	2.5267	0.3757	0.0435	0.5037
CE68363	0.0	0.0006	0.703	0.3757	0.0435	0.5037
CE68159	0.0	0.0017	1.4071	0.3757	0.0435	0.5037
CE67812	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
CE67678	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
CE67367	0.0	0.0008	0.8818	0.3757	0.0435	0.5037
GH33880	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
GH33580	0.0	0.0017	1.4071	0.3757	0.0435	0.5037
GH32940	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GH32879	0.0	0.0008	0.8302	0.3757	0.0435	0.5037
GH32754	0.0	0.0022	1.6625	0.3757	0.0435	0.5037
CE70477	0.0	0.001	1.0084	0.3757	0.0435	0.5037
CE66644	0.0	0.0014	1.2329	0.3757	0.0435	0.5037
CE66612	0.0	0.0013	1.1945	0.3757	0.0435	0.5037
CE65778	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
CE65761	0.0	0.0028	1.9082	0.3757	0.0435	0.5037
CE62063	0.0	0.0013	1.1925	0.3757	0.0435	0.5037
CE46740	0.0	0.0015	1.3023	0.3757	0.0435	0.5037
CE46721	0.0	0.001	0.9777	0.3757	0.0435	0.5037
GH35427	0.0	0.0019	1.5524	0.3757	0.0435	0.5037
GH34759	0.0	0.0011	1.0586	0.3757	0.0435	0.5037
GH34297	0.0	0.0019	1.518	0.3757	0.0435	0.5037
GH34026	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GH34024	0.0	0.0017	1.4071	0.3757	0.0435	0.5037
CE73407	0.0	0.001	1.0084	0.3757	0.0435	0.5037
CE75606	0.0	0.0097	3.4177	0.3757	0.0435	0.5037
CE75473	0.0	0.002	1.5961	0.3757	0.0435	0.5037
CE75382	0.0	0.0018	1.4808	0.3757	0.0435	0.5037
CE74500	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
CE74109	0.0	0.0008	0.8302	0.3757	0.0435	0.5037
CE73988	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
GH22044	0.0	0.0019	1.5279	0.3757	0.0435	0.5037
PL12756	0.0	0.0006	0.7161	0.3757	0.0435	0.5037
PL12738	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
PL12472	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
PL12409	0.0	0.0009	0.9226	0.3757	0.0435	0.5037
CE73751	0.0	0.0047	2.5192	0.3757	0.0435	0.5037
CE73493	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GH34000	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
CE73384	0.0	0.0005	0.6198	0.3757	0.0435	0.5037
CE73245	0.0	0.0013	1.1737	0.3757	0.0435	0.5037
CE72957	0.0	0.0009	0.9226	0.3757	0.0435	0.5037
PL21036	0.0	0.0017	1.4071	0.3757	0.0435	0.5037
PL21026	0.0	0.0017	1.4071	0.3757	0.0435	0.5037
PL20986	0.0	0.001	0.9777	0.3757	0.0435	0.5037
GH28451	0.0	0.0009	0.9226	0.3757	0.0435	0.5037
GH28326	0.0	0.0006	0.703	0.3757	0.0435	0.5037
GH25240	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GH24186	0.0	0.0006	0.703	0.3757	0.0435	0.5037
CE71869	0.0	0.0048	2.5267	0.3757	0.0435	0.5037
CE71858	0.0	0.0022	1.6774	0.3757	0.0435	0.5037
CE16915	0.0	0.0025	1.8188	0.3757	0.0435	0.5037
CE29185	0.0	0.001	0.9777	0.3757	0.0435	0.5037
CE28026	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
CE25167	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
CE24416	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
GH36736	0.0	0.0006	0.7161	0.3757	0.0435	0.5037
GH36734	0.0	0.001	1.0084	0.3757	0.0435	0.5037
GH36728	0.0	0.0019	1.5524	0.3757	0.0435	0.5037
GH36727	0.0	0.0032	2.0778	0.3757	0.0435	0.5037
GH36472	0.0	0.001	0.9777	0.3757	0.0435	0.5037
GH36389	0.0	0.0009	0.9226	0.3757	0.0435	0.5037
GH36317	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
CE23814	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
CE21766	0.0	0.0008	0.8358	0.3757	0.0435	0.5037
CE29210	0.0	0.002	1.5972	0.3757	0.0435	0.5037
CE16749	0.0	0.0042	2.3822	0.3757	0.0435	0.5037
GH36914	0.0	0.0026	1.8364	0.3757	0.0435	0.5037
PL11566	0.0	0.0015	1.3023	0.3757	0.0435	0.5037
PL11466	0.0	0.0017	1.4071	0.3757	0.0435	0.5037
PL11101	0.0	0.0022	1.6793	0.3757	0.0435	0.5037
PL11035	0.0	0.0032	2.0773	0.3757	0.0435	0.5037
CE15981	0.0	0.0007	0.7451	0.3757	0.0435	0.5037
CE15870	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
PL22934	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
PL22502	0.0	0.0007	0.7931	0.3757	0.0435	0.5037
PL22465	0.0	0.0015	1.2951	0.3757	0.0435	0.5037
PL22113	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
CE34891	0.0	0.0008	0.8358	0.3757	0.0435	0.5037
GH33996	0.0	0.0016	1.3538	0.3757	0.0435	0.5037
GH33995	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
CE46514	0.0	0.0006	0.7175	0.3757	0.0435	0.5037
CE46079	0.0	0.0049	2.5541	0.3757	0.0435	0.5037
CE43989	0.0	0.0025	1.8188	0.3757	0.0435	0.5037
CE41360	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
CE40632	0.0	0.0016	1.3616	0.3757	0.0435	0.5037
CE40564	0.0	0.002	1.5961	0.3757	0.0435	0.5037
GH35550	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GH35457	0.0	0.0015	1.3023	0.3757	0.0435	0.5037
PL11920	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
PL11833	0.0	0.0005	0.6198	0.3757	0.0435	0.5037
CE39649	0.0	0.0007	0.7443	0.3757	0.0435	0.5037
CE75643	0.0	0.0007	0.7931	0.3757	0.0435	0.5037
CE32257	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
CE32226	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
CE31974	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
CE31747	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
CE31745	0.0	0.0006	0.6971	0.3757	0.0435	0.5037
CE29859	0.0	0.0017	1.4071	0.3757	0.0435	0.5037
CE29839	0.0	0.0026	1.8364	0.3757	0.0435	0.5037
PL21269	0.0	0.001	1.0084	0.3757	0.0435	0.5037
GH35814	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
GH35594	0.0	0.0015	1.302	0.3757	0.0435	0.5037
GH35579	0.0	0.0018	1.4653	0.3757	0.0435	0.5037
GH35573	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
PL16560	0.0	0.0008	0.8302	0.3757	0.0435	0.5037
PL14785	0.0	0.001	0.9777	0.3757	0.0435	0.5037
PL14665	0.0	0.0019	1.5279	0.3757	0.0435	0.5037
CE97712	0.0	0.0015	1.3451	0.3757	0.0435	0.5037
CE97351	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
CE97022	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
CE97017	0.0	0.0027	1.8903	0.3757	0.0435	0.5037
CE96501	0.0	0.0015	1.2951	0.3757	0.0435	0.5037
CE96217	0.0	0.0008	0.8818	0.3757	0.0435	0.5037
CE96016	0.0	0.0015	1.3451	0.3757	0.0435	0.5037
CE95838	0.0	0.0006	0.703	0.3757	0.0435	0.5037
CE95443	0.0	0.0043	2.4145	0.3757	0.0435	0.5037
CE95255	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
CE95137	0.0	0.001	1.0084	0.3757	0.0435	0.5037
PL78419	0.0	0.0043	2.4145	0.3757	0.0435	0.5037
PL16444	0.0	0.001	1.0084	0.3757	0.0435	0.5037
PL15067	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
CE94643	0.0	0.0024	1.7462	0.3757	0.0435	0.5037
CE94546	0.0	0.0008	0.8358	0.3757	0.0435	0.5037
CE94514	0.0	0.0013	1.1945	0.3757	0.0435	0.5037
CE94434	0.0	0.0007	0.7934	0.3757	0.0435	0.5037
CE94236	0.0	0.0026	1.8646	0.3757	0.0435	0.5037
CE94007	0.0	0.0008	0.8239	0.3757	0.0435	0.5037
CE93812	0.0	0.0007	0.7443	0.3757	0.0435	0.5037
PL13847	0.0	0.0048	2.5267	0.3757	0.0435	0.5037
CE93715	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
CE93588	0.0	0.0015	1.3023	0.3757	0.0435	0.5037
AA02546	0.0	0.0064	2.8953	0.3757	0.0435	0.5037
CE99084	0.0	0.0029	1.9755	0.3757	0.0435	0.5037
CE98866	0.0	0.0008	0.8818	0.3757	0.0435	0.5037
GH09532	0.0	0.0016	1.3919	0.3757	0.0435	0.5037
GH09366	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
GH08930	0.0	0.0015	1.3451	0.3757	0.0435	0.5037
GH08859	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
CE99947	0.0	0.0029	1.9755	0.3757	0.0435	0.5037
CE98501	0.0	0.001	0.9777	0.3757	0.0435	0.5037
CE98451	0.0	0.0016	1.3538	0.3757	0.0435	0.5037
CE98312	0.0	0.0053	2.6516	0.3757	0.0435	0.5037
PL15020	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
PL14969	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
AA02707	0.0	0.0027	1.8878	0.3757	0.0435	0.5037
CE93582	0.0	0.0008	0.8239	0.3757	0.0435	0.5037
AA01768	0.0	0.0008	0.8302	0.3757	0.0435	0.5037
AA01677	0.0	0.0016	1.3538	0.3757	0.0435	0.5037
AA01544	0.0	0.0007	0.7451	0.3757	0.0435	0.5037
AA01061	0.0	0.0008	0.8358	0.3757	0.0435	0.5037
AA00708	0.0	0.0013	1.1945	0.3757	0.0435	0.5037
AA00681	0.0	0.0026	1.8389	0.3757	0.0435	0.5037
AA10073	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
AA09627	0.0	0.0006	0.703	0.3757	0.0435	0.5037
PL83387	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
PL80734	0.0	0.0011	1.0713	0.3757	0.0435	0.5037
PL80732	0.0	0.0007	0.7443	0.3757	0.0435	0.5037
PL80038	0.0	0.0024	1.7462	0.3757	0.0435	0.5037
CE80838	0.0	0.0008	0.8358	0.3757	0.0435	0.5037
CE84553	0.0	0.0013	1.1925	0.3757	0.0435	0.5037
CE84504	0.0	0.0028	1.9082	0.3757	0.0435	0.5037
CE83386	0.0	0.0008	0.8239	0.3757	0.0435	0.5037
CE83192	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
CE83179	0.0	0.0008	0.8302	0.3757	0.0435	0.5037
CE82909	0.0	0.0018	1.4808	0.3757	0.0435	0.5037
CE82792	0.0	0.001	0.9777	0.3757	0.0435	0.5037
CE82662	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
CE82595	0.0	0.0025	1.8012	0.3757	0.0435	0.5037
CE82125	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
CE81909	0.0	0.0015	1.3451	0.3757	0.0435	0.5037
GH164	0.0	0.0022	1.6793	0.3757	0.0435	0.5037
CE80961	0.0	0.0006	0.7161	0.3757	0.0435	0.5037
PL19995	0.0	0.002	1.5972	0.3757	0.0435	0.5037
CE79411	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
PL20660	0.0	0.0013	1.1945	0.3757	0.0435	0.5037
PL20245	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
PL20222	0.0	0.0027	1.8823	0.3757	0.0435	0.5037
CE77732	0.0	0.0008	0.8818	0.3757	0.0435	0.5037
CE77134	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
CE76702	0.0	0.0005	0.5701	0.3757	0.0435	0.5037
CE76663	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
CE76088	0.0	0.0007	0.7443	0.3757	0.0435	0.5037
CE76051	0.0	0.0005	0.6198	0.3757	0.0435	0.5037
CE76006	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
CE75953	0.0	0.0015	1.302	0.3757	0.0435	0.5037
PL17384	0.0	0.0026	1.843	0.3757	0.0435	0.5037
CE93508	0.0	0.0013	1.1737	0.3757	0.0435	0.5037
CE92788	0.0	0.0021	1.6183	0.3757	0.0435	0.5037
CE92439	0.0	0.0022	1.6774	0.3757	0.0435	0.5037
CE91718	0.0	0.0023	1.7371	0.3757	0.0435	0.5037
CE90353	0.0	0.0039	2.2783	0.3757	0.0435	0.5037
CE89936	0.0	0.0007	0.7931	0.3757	0.0435	0.5037
CE89818	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
CE89648	0.0	0.0019	1.5397	0.3757	0.0435	0.5037
PL19978	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
PL19455	0.0	0.0006	0.7161	0.3757	0.0435	0.5037
PL18418	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
PL18135	0.0	0.0021	1.6183	0.3757	0.0435	0.5037
AA94688	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
CE87125	0.0	0.0008	0.8239	0.3757	0.0435	0.5037
CE86293	0.0	0.0031	2.0379	0.3757	0.0435	0.5037
CE86252	0.0	0.0006	0.6329	0.3757	0.0435	0.5037
CE86206	0.0	0.0008	0.8818	0.3757	0.0435	0.5037
CE85826	0.0	0.0013	1.1945	0.3757	0.0435	0.5037
