feature	pre	drought	log2FC	p	cliffs_delta	q_BH
AA82937	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
AA93150	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
AA92251	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
GT33017	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
CBM83	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
CBM82	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
PL49841	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
AA90745	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
AA92145	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
GT14045	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
GT30634	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
CE04814	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
CE04989	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
GT123	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
CE04599	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
CE01968	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
CE03752	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
CE01496	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
GT10292	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
AA23249	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
PL11994	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
PL14168	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
PL38282	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
AA2142296	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
AA2142136	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
AA2142095	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
AA2141896	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
GH36728	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
AA2141460	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
AA1163775	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
AA09627	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
AA04603	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
AA05832	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
PL20023	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
AA2139133	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
PL53738	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
GT97	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
GT84876	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
AA40835	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
PL51348	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
PL53485	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
PL51945	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
PL52094	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
AA59719	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
AA61269	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
AA7396531	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
PL51141	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
GT84194	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
AA48733	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
GT72757	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
GT72310	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
AA2138987	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
PL11011	0.0118	0.01	-0.2147	0.938	-0.0088	0.9708
GH85	7.2271	7.1885	-0.0077	0.9392	-0.0176	0.9708
GT48	13.9075	13.8622	-0.0047	0.9392	0.0176	0.9708
AA4	161.3204	161.7394	0.0037	0.9393	0.0176	0.9708
CBM32	560.4851	557.9412	-0.0066	0.9393	0.0176	0.9708
GH77160	0.0941	0.09	-0.0639	0.9444	-0.0147	0.9757
PL10975	0.1176	0.1281	0.1219	0.9456	0.0147	0.9766
CE02581	0.1585	0.16	0.0137	0.9462	0.0147	0.9766
CE86187	0.0471	0.04	-0.2292	0.9464	0.0118	0.9766
GH51992	0.1412	0.1802	0.3499	0.9466	0.0147	0.9766
CE01451	0.1529	0.1681	0.1356	0.9476	0.0147	0.9773
CBM15	0.0471	0.088	0.8886	0.9492	-0.0118	0.9776
GT09345	0.0471	0.05	0.0858	0.9492	-0.0118	0.9776
GH187	0.3059	0.3262	0.0926	0.9501	0.0147	0.9776
GT128	0.3294	0.3121	-0.0777	0.9503	-0.0147	0.9776
GT74	0.6173	0.6001	-0.0408	0.951	-0.0147	0.9776
GH158	3.6222	3.5699	-0.021	0.9513	0.0147	0.9776
AA16	16.183	16.926	0.0648	0.9514	-0.0147	0.9776
CBM43229	7.6548	7.9542	0.0554	0.9514	-0.0147	0.9776
GH24	125.9884	125.0442	-0.0109	0.9514	-0.0147	0.9776
GT26	137.2688	136.504	-0.0081	0.9514	0.0147	0.9776
PL15096	0.0824	0.084	0.028	0.9515	0.0118	0.9776
CE94644	0.0706	0.06	-0.2309	0.9542	-0.0118	0.9783
PL22361	0.0706	0.1488	1.0656	0.956	0.0118	0.9783
CBM90	0.1176	0.128	0.1205	0.9586	-0.0118	0.9783
CE41537	0.2997	0.234	-0.3555	0.9623	0.0118	0.9783
AA2626760	0.4824	0.56	0.2149	0.963	0.0118	0.9783
GH174	0.4322	0.3981	-0.1182	0.9631	-0.0118	0.9783
GH66	0.5647	0.5221	-0.113	0.9631	-0.0118	0.9783
CE85711	0.7177	0.7316	0.0277	0.9633	-0.0118	0.9783
AA8	2.5641	2.5559	-0.0046	0.9634	-0.0118	0.9783
CBM6	606.8768	607.9133	0.0025	0.9635	-0.0118	0.9783
AA40112	0.0118	0.02	0.7182	0.969	-0.0059	0.9783
GT87961	0.0118	0.02	0.7182	0.969	-0.0059	0.9783
AA39743	0.0118	0.0281	1.1892	0.969	-0.0059	0.9783
PL95107	0.0118	0.01	-0.2143	0.969	-0.0059	0.9783
GH42232	0.0118	0.01	-0.2143	0.969	-0.0059	0.9783
PL19978	0.0118	0.0281	1.1892	0.969	-0.0059	0.9783
AA65785	0.0118	0.0296	1.262	0.969	-0.0059	0.9783
GH77269	0.0118	0.01	-0.2143	0.969	-0.0059	0.9783
GH74396	0.0118	0.0296	1.262	0.969	-0.0059	0.9783
CE77123	0.0118	0.02	0.7182	0.969	-0.0059	0.9783
CE06497	0.0118	0.01	-0.2143	0.969	-0.0059	0.9783
CE31967	0.0118	0.01	-0.2143	0.969	-0.0059	0.9783
GH80380	0.0118	0.024	0.9689	0.969	-0.0059	0.9783
GH84360	0.0118	0.01	-0.2143	0.969	-0.0059	0.9783
AA2141553	0.0118	0.01	-0.2143	0.969	-0.0059	0.9783
PL79544	0.0118	0.02	0.7182	0.969	-0.0059	0.9783
GH49015	0.0118	0.01	-0.2143	0.969	-0.0059	0.9783
AA29512	0.0118	0.024	0.9689	0.969	-0.0059	0.9783
AA2629187	0.0118	0.01	-0.2143	0.969	-0.0059	0.9783
AA34805	0.0118	0.01	-0.2143	0.969	-0.0059	0.9783
GH33976	0.0118	0.01	-0.2143	0.969	-0.0059	0.9783
GH50656	0.0118	0.02	0.7182	0.969	-0.0059	0.9783
GH30648	0.0118	0.01	-0.2143	0.969	-0.0059	0.9783
CE99700	0.0118	0.01	-0.2143	0.969	-0.0059	0.9783
CE97712	0.0118	0.0296	1.262	0.969	-0.0059	0.9783
CE99566	0.0118	0.02	0.7182	0.969	-0.0059	0.9783
GH72436	0.0118	0.024	0.9689	0.969	-0.0059	0.9783
CE80873	0.0118	0.01	-0.2143	0.969	-0.0059	0.9783
AA2100054	0.0118	0.02	0.7182	0.969	-0.0059	0.9783
GH49656	0.0118	0.0296	1.262	0.969	-0.0059	0.9783
CE06357	0.0118	0.0296	1.262	0.969	-0.0059	0.9783
PL14969	0.0118	0.01	-0.2143	0.969	-0.0059	0.9783
AA2143906	0.0118	0.024	0.9689	0.969	-0.0059	0.9783
GT32497	0.0118	0.02	0.7182	0.969	-0.0059	0.9783
CE00392	0.0118	0.0296	1.262	0.969	-0.0059	0.9783
GT51482	0.0118	0.024	0.9689	0.969	-0.0059	0.9783
PL22245	0.0118	0.02	0.7182	0.969	-0.0059	0.9783
GT78969	0.0118	0.02	0.7182	0.969	-0.0059	0.9783
GT78385	0.0118	0.0281	1.1892	0.969	-0.0059	0.9783
PL11444	0.0118	0.02	0.7182	0.969	-0.0059	0.9783
GT62625	0.0118	0.02	0.7186	0.969	-0.0059	0.9783
GT12	0.4291	0.4017	-0.0948	0.9753	0.0088	0.9833
CBM61	7.1088	7.0715	-0.0076	0.9756	0.0088	0.9833
GH130	62.8913	61.9751	-0.0212	0.9757	-0.0088	0.9833
GT105	107.2907	107.1205	-0.0023	0.9757	-0.0088	0.9833
GH127	123.4875	121.7197	-0.0208	0.9757	0.0088	0.9833
GH97261	0.0235	0.0496	1.045	0.9775	-0.0059	0.9848
GH14023	0.0706	0.0781	0.1441	0.9848	0.0059	0.9909
CE59201	0.0824	0.07	-0.2314	0.9853	0.0059	0.9909
AA76520	0.1059	0.1	-0.0817	0.986	0.0059	0.9909
PL11275	0.2588	0.2381	-0.1199	0.9873	0.0059	0.9909
GT66215	0.5671	0.5338	-0.0872	0.9876	0.0059	0.9909
GT45	0.8142	0.8161	0.0033	0.9877	-0.0059	0.9909
CBM77	1.0291	1.0393	0.0143	0.9878	0.0059	0.9909
CE08009	1.8896	1.9116	0.0167	0.9878	-0.0059	0.9909
GH59	1.5969	1.6398	0.0382	0.9878	-0.0059	0.9909
PL7	16.8065	17.0805	0.0233	0.9878	-0.0059	0.9909
GH57	202.8458	203.3178	0.0034	0.9878	-0.0059	0.9909
CBM43	82.5917	82.3926	-0.0035	0.9878	-0.0059	0.9909
GT4	5095.7464	5073.1737	-0.0064	0.9878	-0.0059	0.9909
PL15060	0.5969	0.5557	-0.103	1.0	0.0029	1.0
PL21652	0.3177	0.284	-0.1611	1.0	-0.0029	1.0
GT136	0.6997	0.7743	0.1461	1.0	-0.0029	1.0
CE11760	1.0557	1.0623	0.009	1.0	0.0029	1.0
CE08956	0.0792	0.0696	-0.1845	1.0	0.0029	1.0
GH95883	0.0588	0.04	-0.545	1.0	0.0029	1.0
GH93230	0.2471	0.24	-0.0416	1.0	0.0029	1.0
GH126	5.0458	5.0062	-0.0114	1.0	0.0	1.0
GH149	3.9312	3.7745	-0.0587	1.0	0.0029	1.0
