feature	pre	drought	log2FC	p	cliffs_delta	q_BH
GH28	551.1955	543.7338	-0.0197	0.1564	-0.2765	0.6048
GH5	594.9197	584.5754	-0.0253	0.1564	-0.2765	0.6048
AA2139255	0.0353	0.05	0.4904	0.1601	0.1765	0.6048
GH151	5.5361	6.4127	0.212	0.1605	0.2735	0.6048
GH9	171.219	167.2441	-0.0339	0.1609	-0.2735	0.6048
GT50222	0.0706	0.03	-1.2075	0.1634	-0.2029	0.6048
GT68	17.7626	16.9554	-0.0671	0.1651	-0.2706	0.6048
AA14	0.9969	0.7417	-0.4261	0.1673	-0.2676	0.6048
PL23488	0.0235	0.08	1.7234	0.1673	0.1941	0.6048
PL22417	0.0235	0.0881	1.861	0.1674	0.1941	0.6048
PL23925	0.0706	0.034	-1.033	0.1728	-0.1824	0.6048
GH37	43.8333	42.4017	-0.0479	0.1748	-0.2647	0.6048
GH49	0.0941	0.2073	1.1311	0.1757	0.2324	0.6048
AA37909	0.0588	0.02	-1.5101	0.1791	-0.1794	0.6048
PL20994	0.0588	0.03	-0.9484	0.1791	-0.1794	0.6048
GH11	9.3663	8.1732	-0.1966	0.1796	-0.2618	0.6048
GH50	11.486	12.6381	0.1379	0.1797	0.2618	0.6048
GT65223	0.2353	0.1681	-0.4827	0.1805	-0.2441	0.6048
AA2142841	0.1145	0.04	-1.4945	0.1807	-0.1971	0.6048
PL12742	0.0471	0.09	0.9211	0.1821	0.2088	0.6048
PL24560	0.1059	0.2362	1.1502	0.184	0.2412	0.6048
GT39	18.175	19.2182	0.0805	0.1847	0.2588	0.6048
CBM9	36.0577	34.55	-0.0616	0.1848	-0.2588	0.6048
GH92	174.0119	176.8163	0.0231	0.1849	0.2588	0.6048
PL21553	0.0471	0.08	0.7532	0.1884	0.2059	0.6048
CBM21	7.7503	7.0758	-0.1313	0.1895	-0.2559	0.6048
CBM41	69.4261	67.4668	-0.0413	0.1899	-0.2559	0.6048
GH88	47.1776	44.9263	-0.0705	0.1899	-0.2559	0.6048
GT70	0.5529	0.7474	0.4341	0.1916	0.2529	0.6048
CE83851	0.0235	0.06	1.3143	0.1925	0.1824	0.6048
PL23039	0.2118	0.13	-0.6997	0.1931	-0.2382	0.6048
AA2141081	0.1381	0.074	-0.8911	0.1939	-0.2147	0.6048
GT71	17.528	18.3551	0.0665	0.1947	0.2529	0.6048
GH81	24.0776	22.9136	-0.0715	0.1948	-0.2529	0.6048
AA3	488.9056	476.7218	-0.0364	0.1952	-0.2529	0.6048
CE03909	0.1647	0.08	-1.0326	0.1988	-0.2176	0.6048
PL20149	0.2377	0.2677	0.1708	0.199	0.2412	0.6048
GH124	0.0	0.02	4.3923	0.1993	0.1	0.6048
PL19064	0.0	0.02	4.3923	0.1993	0.1	0.6048
AA2139937	0.0	0.02	4.3923	0.1993	0.1	0.6048
CE99272	0.0	0.02	4.3923	0.1993	0.1	0.6048
PL45858	0.0	0.02	4.3923	0.1993	0.1	0.6048
PL16017	0.0	0.02	4.3923	0.1993	0.1	0.6048
AA2138918	0.0	0.02	4.3923	0.1993	0.1	0.6048
GH80641	0.0	0.02	4.3923	0.1993	0.1	0.6048
GT65	0.0	0.02	4.3923	0.1993	0.1	0.6048
AA7599934	0.0	0.02	4.3923	0.1993	0.1	0.6048
GH79445	0.0	0.02	4.3923	0.1993	0.1	0.6048
CE24814	0.0	0.02	4.3923	0.1993	0.1	0.6048
GT55543	0.0	0.02	4.3923	0.1993	0.1	0.6048
AA76638	0.0	0.02	4.3923	0.1993	0.1	0.6048
GT62212	0.0	0.02	4.3923	0.1993	0.1	0.6048
CE71371	0.0	0.02	4.3923	0.1993	0.1	0.6048
AA66275	0.0	0.02	4.3923	0.1993	0.1	0.6048
AA65303	0.0	0.02	4.3923	0.1993	0.1	0.6048
GH68910	0.0	0.02	4.3923	0.1993	0.1	0.6048
AA58856	0.0	0.02	4.3923	0.1993	0.1	0.6048
AA48630	0.0	0.02	4.3923	0.1993	0.1	0.6048
AA50942	0.0	0.02	4.3923	0.1993	0.1	0.6048
PL50724	0.0	0.02	4.3923	0.1993	0.1	0.6048
PL50759	0.0	0.02	4.3923	0.1993	0.1	0.6048
CE29882	0.0	0.02	4.3923	0.1993	0.1	0.6048
GT68555	0.0	0.02	4.3923	0.1993	0.1	0.6048
GH76046	0.0	0.02	4.3923	0.1993	0.1	0.6048
PL48224	0.0	0.02	4.3923	0.1993	0.1	0.6048
AA7401324	0.0	0.02	4.3923	0.1993	0.1	0.6048
GH76363	0.0	0.02	4.3923	0.1993	0.1	0.6048
AA74702	0.0	0.02	4.3923	0.1993	0.1	0.6048
GH78712	0.0	0.02	4.3923	0.1993	0.1	0.6048
PL50415	0.0	0.02	4.3923	0.1993	0.1	0.6048
CE81673	0.0	0.02	4.3923	0.1993	0.1	0.6048
CE82662	0.0	0.02	4.3923	0.1993	0.1	0.6048
PL48709	0.0	0.02	4.3923	0.1993	0.1	0.6048
PL05396	0.0	0.02	4.3923	0.1993	0.1	0.6048
AA94842	0.0	0.02	4.3923	0.1993	0.1	0.6048
AA28632	0.0	0.02	4.3923	0.1993	0.1	0.6048
PL20351	0.0	0.02	4.3923	0.1993	0.1	0.6048
AA94511	0.0	0.02	4.3923	0.1993	0.1	0.6048
PL06629	0.0	0.02	4.3923	0.1993	0.1	0.6048
CE05293	0.0	0.02	4.3923	0.1993	0.1	0.6048
PL38448	0.0	0.02	4.3923	0.1993	0.1	0.6048
GH42504	0.0	0.02	4.3923	0.1993	0.1	0.6048
CE05382	0.0	0.02	4.3923	0.1993	0.1	0.6048
CE06362	0.0	0.02	4.3923	0.1993	0.1	0.6048
CE06447	0.0	0.02	4.3923	0.1993	0.1	0.6048
CE06729	0.0	0.02	4.3923	0.1993	0.1	0.6048
CE71756	0.0	0.02	4.3923	0.1993	0.1	0.6048
PL51203	0.0	0.02	4.3923	0.1993	0.1	0.6048
GT80804	0.0	0.02	4.3923	0.1993	0.1	0.6048
GH48815	0.0	0.02	4.3923	0.1993	0.1	0.6048
GH46294	0.0	0.02	4.3923	0.1993	0.1	0.6048
GT86098	0.0	0.02	4.3923	0.1993	0.1	0.6048
CE74509	0.0	0.02	4.3923	0.1993	0.1	0.6048
CE72055	0.0	0.02	4.3923	0.1993	0.1	0.6048
AA38390	0.0	0.02	4.3923	0.1993	0.1	0.6048
CE08482	0.0	0.02	4.3923	0.1993	0.1	0.6048
AA88762	0.0	0.02	4.3923	0.1993	0.1	0.6048
CE02489	0.0	0.02	4.3923	0.1993	0.1	0.6048
PL24340	0.0	0.02	4.3923	0.1993	0.1	0.6048
PL47498	0.0	0.02	4.3923	0.1993	0.1	0.6048
GH40621	0.0	0.02	4.3923	0.1993	0.1	0.6048
GH00085	0.0	0.02	4.3923	0.1993	0.1	0.6048
PL46269	0.0	0.02	4.3923	0.1993	0.1	0.6048
CE01179	0.0	0.02	4.3923	0.1993	0.1	0.6048
CE01642	0.0	0.02	4.3923	0.1993	0.1	0.6048
CBM104	0.0	0.02	4.3923	0.1993	0.1	0.6048
GH97263	0.0	0.02	4.3923	0.1993	0.1	0.6048
CE94911	0.0	0.02	4.3923	0.1993	0.1	0.6048
GH33665	0.0	0.02	4.3923	0.1993	0.1	0.6048
AA2624336	0.0	0.02	4.3923	0.1993	0.1	0.6048
CE88839	0.0	0.02	4.3923	0.1993	0.1	0.6048
GT18053	0.0	0.02	4.3923	0.1993	0.1	0.6048
PL05823	0.0	0.02	4.3923	0.1993	0.1	0.6048
PL47112	0.0	0.02	4.3923	0.1993	0.1	0.6048
PL47217	0.0	0.02	4.3923	0.1993	0.1	0.6048
PL97291	0.0	0.02	4.3923	0.1993	0.1	0.6048
AA37119	0.0	0.03	4.9542	0.1995	0.1	0.6048
CE04368	0.0	0.02	4.3925	0.1995	0.1	0.6048
GH98723	0.0	0.034	5.1287	0.1995	0.1	0.6048
PL49482	0.0	0.02	4.3925	0.1995	0.1	0.6048
AA94979	0.0	0.03	4.9544	0.1995	0.1	0.6048
PL40852	0.0	0.0692	6.134	0.1995	0.1	0.6048
PL20234	0.0	0.034	5.1287	0.1995	0.1	0.6048
PL20245	0.0	0.03	4.9542	0.1995	0.1	0.6048
GT09035	0.0	0.02	4.3925	0.1995	0.1	0.6048
GT10606	0.0	0.034	5.1287	0.1995	0.1	0.6048
GH49005	0.0	0.03	4.9542	0.1995	0.1	0.6048
AA39937	0.0	0.0396	5.3439	0.1995	0.1	0.6048
CE72459	0.0	0.03	4.9542	0.1995	0.1	0.6048
GH46287	0.0	0.02	4.3925	0.1995	0.1	0.6048
CE01896	0.0	0.02	4.3925	0.1995	0.1	0.6048
AA2137639	0.0	0.02	4.3925	0.1995	0.1	0.6048
CE69491	0.0	0.02	4.3925	0.1995	0.1	0.6048
GT32221	0.0	0.02	4.3925	0.1995	0.1	0.6048
CE29905	0.0	0.0381	5.2894	0.1995	0.1	0.6048
PL51157	0.0	0.02	4.3925	0.1995	0.1	0.6048
AA40428	0.0	0.03	4.9542	0.1995	0.1	0.6048
CE65879	0.0	0.03	4.9542	0.1995	0.1	0.6048
CE03715	0.0	0.044	5.4914	0.1995	0.1	0.6048
PL20006	0.0	0.02	4.3925	0.1995	0.1	0.6048
PL46279	0.0	0.0396	5.3439	0.1995	0.1	0.6048
CE93909	0.0	0.02	4.3925	0.1995	0.1	0.6048
GH29770	0.0	0.02	4.3925	0.1995	0.1	0.6048
AA25188	0.0	0.02	4.3925	0.1995	0.1	0.6048
AA21567	0.0	0.034	5.1287	0.1995	0.1	0.6048
PL68223	0.0	0.02	4.3925	0.1995	0.1	0.6048
PL11570	0.0	0.03	4.9543	0.1995	0.1	0.6048
PL12140	0.0	0.02	4.3925	0.1995	0.1	0.6048
GT09249	0.0	0.034	5.1287	0.1995	0.1	0.6048
GT50165	0.0	0.02	4.3925	0.1995	0.1	0.6048
CE69920	0.0	0.03	4.9543	0.1995	0.1	0.6048
AA40314	0.0	0.02	4.3925	0.1995	0.1	0.6048
PL44788	0.0	0.034	5.1287	0.1995	0.1	0.6048
CE98600	0.0	0.02	4.3925	0.1995	0.1	0.6048
GH80395	0.0	0.02	4.3925	0.1995	0.1	0.6048
GH51043	0.0118	0.06	2.2567	0.1997	0.15	0.6048
GH50636	0.0118	0.05	1.9985	0.1998	0.15	0.6048
GH100	5.3274	4.7169	-0.1756	0.2	-0.25	0.6048
GH76	215.4681	212.7304	-0.0184	0.2004	-0.25	0.6048
GT32	153.8055	158.4298	0.0427	0.2005	0.25	0.6048
AA7600385	0.6706	0.5096	-0.3953	0.2017	-0.2471	0.6048
AA76679	0.2	0.14	-0.5115	0.2039	-0.2265	0.6048
PL12022	0.0706	0.03	-1.2073	0.2055	-0.1853	0.6048
CE92549	0.0118	0.07	2.4757	0.2087	0.1471	0.6048
CE07566	0.0118	0.0596	2.2475	0.2087	0.1471	0.6048
GH104	4.9752	4.6167	-0.1079	0.2107	-0.2441	0.6048
PL72437	0.1647	0.07	-1.2227	0.2128	-0.2147	0.6048
AA7395072	0.0588	0.01	-2.4432	0.2135	-0.1324	0.6048
PL50556	0.0471	0.01	-2.1274	0.2135	-0.1324	0.6048
AA2136936	0.0588	0.01	-2.4433	0.2135	-0.1324	0.6048
GH80216	0.0471	0.1	1.0715	0.2148	0.2	0.6048
CBM70	0.5851	0.49	-0.2555	0.2153	-0.2382	0.6048
PL3	9.9811	9.3311	-0.0971	0.2166	-0.2412	0.6048
GH6	192.3474	195.1137	0.0206	0.217	0.2412	0.6048
GH80212	0.0941	0.04	-1.2141	0.2171	-0.1882	0.6048
PL47493	0.0118	0.04	1.6836	0.2177	0.1441	0.6048
PL16698	0.0118	0.0581	2.2111	0.2177	0.1441	0.6048
AA2140607	0.0118	0.04	1.6836	0.2177	0.1441	0.6048
CE76629	0.0118	0.04	1.6836	0.2177	0.1441	0.6048
AA38692	0.0118	0.04	1.6836	0.2177	0.1441	0.6048
PL50171	0.0118	0.078	2.6292	0.2177	0.1441	0.6048
PL08021	0.0118	0.054	2.1069	0.2177	0.1441	0.6048
PL37384	0.0353	0.0796	1.1513	0.2179	0.1735	0.6048
PL05816	0.3294	0.51	0.6291	0.2219	0.2353	0.6048
PL13498	0.0353	0.01	-1.7223	0.2238	-0.1294	0.6048
PL10535	0.0353	0.01	-1.7223	0.2238	-0.1294	0.6048
GH33930	0.0471	0.01	-2.1273	0.2238	-0.1294	0.6048
PL11386	0.0471	0.01	-2.1275	0.2238	-0.1294	0.6048
GT138	0.0471	0.01	-2.1273	0.2238	-0.1294	0.6048
PL14976	0.0471	0.01	-2.1273	0.2238	-0.1294	0.6048
AA2138809	0.0471	0.01	-2.1273	0.2238	-0.1294	0.6048
CE98357	0.0471	0.01	-2.1273	0.2238	-0.1294	0.6048
AA7404419	0.0353	0.01	-1.7223	0.2238	-0.1294	0.6048
CE82028	0.0557	0.01	-2.3661	0.2238	-0.1294	0.6048
GH49595	0.0471	0.01	-2.1273	0.2238	-0.1294	0.6048
PL49208	0.0353	0.01	-1.7223	0.2238	-0.1294	0.6048
GT61371	0.0471	0.1236	1.3744	0.2266	0.1853	0.6048
CE79724	0.0118	0.04	1.6835	0.2266	0.1412	0.6048
GT62448	0.0118	0.04	1.6835	0.2266	0.1412	0.6048
CBM10223	0.2118	0.1396	-0.5974	0.2277	-0.2176	0.6048
CE21	2.6904	2.4513	-0.1342	0.2281	-0.2353	0.6048
GT62321	0.0353	0.08	1.1582	0.2291	0.1824	0.6048
CE02597	0.0353	0.08	1.1583	0.2291	0.1824	0.6048
CBM81	0.4588	0.5876	0.3562	0.2302	0.2324	0.6048
CE01077	0.4588	0.5876	0.3562	0.2302	0.2324	0.6048
CBM31	2.3609	2.0153	-0.2283	0.2324	-0.2324	0.6048
GT11	4.4607	4.8902	0.1326	0.2329	0.2324	0.6048
AA2138347	0.0353	0.01	-1.7222	0.2342	-0.1265	0.6048
GT48557	0.0353	0.01	-1.7222	0.2342	-0.1265	0.6048
PL21266	0.0353	0.01	-1.7222	0.2342	-0.1265	0.6048
GT47792	0.0353	0.01	-1.7222	0.2342	-0.1265	0.6048
AA77149	0.0353	0.01	-1.7222	0.2342	-0.1265	0.6048
GT69363	0.0353	0.01	-1.7222	0.2342	-0.1265	0.6048
AA81355	0.0353	0.01	-1.7222	0.2342	-0.1265	0.6048
AA63609	0.0353	0.01	-1.7222	0.2342	-0.1265	0.6048
AA35340	0.0353	0.01	-1.7222	0.2342	-0.1265	0.6048
CE83468	0.0353	0.01	-1.7222	0.2342	-0.1265	0.6048
GH47837	0.0353	0.01	-1.7222	0.2342	-0.1265	0.6048
AA35324	0.0353	0.01	-1.7222	0.2342	-0.1265	0.6048
PL37386	0.0353	0.01	-1.7222	0.2342	-0.1265	0.6048
PL53779	0.0353	0.01	-1.7222	0.2342	-0.1265	0.6048
GT132	0.0353	0.01	-1.7222	0.2342	-0.1265	0.6048
PL10525	0.0353	0.01	-1.7222	0.2342	-0.1265	0.6048
PL20211	0.0353	0.01	-1.7222	0.2342	-0.1265	0.6048
CE94922	0.0353	0.01	-1.7222	0.2342	-0.1265	0.6048
PL14053	0.0353	0.01	-1.7222	0.2342	-0.1265	0.6048
GH20592	0.0353	0.01	-1.7222	0.2342	-0.1265	0.6048
CE89187	0.0353	0.01	-1.7222	0.2342	-0.1265	0.6048
AA7602889	0.0824	0.0581	-0.4959	0.2387	-0.1735	0.6048
CBM14	14.4103	13.346	-0.1107	0.2404	-0.2294	0.6048
GT99234	0.0353	0.06	0.7491	0.2415	0.1647	0.6048
GT122	1.0173	0.8557	-0.2493	0.2427	-0.2265	0.6048
CE25163	0.135	0.03	-2.1327	0.244	-0.1647	0.6048
GT99	0.1882	0.12	-0.6451	0.246	-0.2118	0.6048
GT87	18.6623	19.6952	0.0777	0.2466	0.2265	0.6048
CE85652	0.0706	0.04	-0.8041	0.2469	-0.1706	0.6048
GT78585	0.0118	0.078	2.6289	0.2483	0.1353	0.6048
CE73989	0.0235	0.05	1.0561	0.2483	0.1353	0.6048
AA2141014	0.0235	0.0681	1.494	0.2485	0.1353	0.6048
GT85963	0.0706	0.03	-1.2075	0.2513	-0.1618	0.6048
GH101	103.555	107.1022	0.0486	0.253	0.2235	0.6048
PL51024	0.0353	0.0981	1.4493	0.2565	0.1676	0.6048
CE94955	0.9381	0.7998	-0.2297	0.2571	-0.2206	0.6048
GH7	5.3485	5.7299	0.0993	0.2587	0.2206	0.6048
CE18	0.3498	0.4992	0.5118	0.2591	0.2176	0.6048
GH172	46.0112	47.5485	0.0474	0.2592	0.2206	0.6048
PL8	12.5151	11.4592	-0.1271	0.2592	-0.2206	0.6048
CBM1	86.3861	88.2644	0.031	0.2594	0.2206	0.6048
GH38	145.5625	148.4983	0.0288	0.2594	0.2206	0.6048
PL23075	0.0706	0.08	0.1782	0.2607	0.1765	0.6048
CE85822	0.1882	0.1792	-0.0704	0.2629	-0.2029	0.6048
AA31449	0.0675	0.02	-1.7052	0.2632	-0.1412	0.6048
GH48837	0.0471	0.02	-1.1945	0.2632	-0.1412	0.6048
CE03907	0.0588	0.02	-1.5103	0.2632	-0.1412	0.6048
GH48355	0.0471	0.02	-1.1945	0.2632	-0.1412	0.6048
AA2141711	0.0824	0.03	-1.427	0.2638	-0.1412	0.6048
PL10470	0.2291	0.1121	-1.0245	0.2641	-0.1941	0.6048
GT53	6.8373	9.0627	0.4064	0.2652	0.2176	0.6048
GH39	392.0685	388.4059	-0.0135	0.2658	-0.2176	0.6048
CE13289	57.529	55.7289	-0.0459	0.2659	-0.2176	0.6048
GH42	34.0771	32.1326	-0.0848	0.2659	-0.2176	0.6048
GH17	113.8007	109.57	-0.0547	0.2659	-0.2176	0.6048
GT35	737.4885	745.7719	0.0161	0.266	0.2176	0.6048
CE03016	0.0353	0.01	-1.7219	0.2699	-0.1176	0.6048
GH80640	0.0353	0.01	-1.7219	0.2699	-0.1176	0.6048
GH37068	0.0353	0.01	-1.7219	0.2699	-0.1176	0.6048
CE98158	0.0353	0.0296	-0.2456	0.2699	-0.1176	0.6048
AA30551	0.0353	0.01	-1.7219	0.2699	-0.1176	0.6048
CE01658	0.0353	0.0296	-0.2457	0.2702	-0.1176	0.6048
CBM53	1.3578	1.0436	-0.3794	0.2703	-0.2147	0.6048
AA30348	0.3405	0.2062	-0.7207	0.2707	-0.2059	0.6048
CE00653	0.2706	0.1681	-0.6835	0.2749	-0.2	0.6048
CE92983	0.1145	0.1681	0.5496	0.2764	0.1941	0.6048
PL49715	0.0706	0.03	-1.2075	0.2775	-0.1529	0.6048
GT09346	0.0706	0.03	-1.2075	0.2775	-0.1529	0.6048
GH96908	0.0706	0.04	-0.8042	0.2782	-0.1647	0.6048
GT90	18.4733	19.2728	0.0611	0.279	0.2118	0.6048
PL24606	0.0471	0.02	-1.1944	0.283	-0.1353	0.6048
PL50645	0.0471	0.02	-1.1944	0.283	-0.1353	0.6048
PL04702	0.0471	0.02	-1.1944	0.283	-0.1353	0.6048
PL13158	0.0235	0.05	1.0561	0.2833	0.1441	0.6048
GT99708	0.0235	0.08	1.7234	0.2833	0.1441	0.6048
CE97770	0.0235	0.06	1.3144	0.2833	0.1441	0.6048
PL15005	0.0235	0.0696	1.5255	0.2833	0.1441	0.6048
PL50387	0.0235	0.06	1.3144	0.2833	0.1441	0.6048
GT51715	0.0235	0.0681	1.4944	0.2833	0.1441	0.6048
GH183	12.3968	14.2978	0.2058	0.2858	0.2088	0.6048
GT28	293.938	286.0268	-0.0394	0.2861	-0.2088	0.6048
GT1	983.9608	974.0589	-0.0146	0.2861	-0.2088	0.6048
CE04750	0.0941	0.04	-1.2141	0.289	-0.15	0.6048
CBM85	10.1656	9.4493	-0.1054	0.2918	-0.2059	0.6048
GH72	61.4395	59.1779	-0.0541	0.2929	-0.2059	0.6048
CE72114	0.0588	0.02	-1.5101	0.2956	-0.1324	0.6048
PL20032	0.0588	0.02	-1.5101	0.2956	-0.1324	0.6048
CE07834	0.1498	0.108	-0.469	0.2961	-0.1824	0.6048
GH43536	0.0706	0.03	-1.2073	0.2961	-0.1324	0.6048
CE02567	0.0706	0.1281	0.8508	0.2961	0.1765	0.6048
PL20288	0.0824	0.04	-1.0236	0.2985	-0.1471	0.6048
CE83291	1.9177	2.2596	0.2366	0.2989	0.2029	0.6048
GT13	22.8319	22.1652	-0.0427	0.2995	-0.2029	0.6048
PL17	5.7925	5.3976	-0.1018	0.2997	-0.2029	0.6048
GH89	28.0025	27.0349	-0.0507	0.2999	-0.2029	0.6048
GT85	0.6526	1.4102	1.1104	0.3019	0.2	0.6048
AA34445	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE77906	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE80028	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH44348	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT82282	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT85586	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT87953	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA34048	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA34135	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE77461	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA34538	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH49565	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH49630	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE81378	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE82749	0.0353	0.0	-5.182	0.3028	-0.0588	0.6048
CE82897	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL40728	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA31782	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA34807	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH49891	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
GH50038	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH50918	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE75880	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH47871	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA34710	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA34736	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA34765	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA32017	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA34885	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
AA35385	0.0235	0.0	-4.6164	0.3028	-0.0588	0.6048
AA35422	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE72877	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE73245	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE73493	0.0235	0.0	-4.6164	0.3028	-0.0588	0.6048
CE73750	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE73988	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL06068	0.0235	0.0	-4.6164	0.3028	-0.0588	0.6048
GH44453	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH44784	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH45503	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH45505	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH46281	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL39089	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL39156	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH36630	0.0322	0.0	-5.0523	0.3028	-0.0588	0.6048
AA31617	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL06074	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL06455	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA27352	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA27816	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT99741	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
GH42169	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH43027	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH43347	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL05073	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
AA33161	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
AA33230	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA33534	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA33735	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT92538	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT96112	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT96316	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL01126	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL48017	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
PL05451	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA28273	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA28362	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA29476	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA30590	0.0235	0.0	-4.6164	0.3028	-0.0588	0.6048
PL20751	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA30965	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA31360	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT72528	0.0118	0.0	-3.6744	0.3028	-0.0588	0.6048
CE69037	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE69188	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE69353	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE69499	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT75935	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT77573	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
AA59234	0.0322	0.0	-5.0523	0.3028	-0.0588	0.6048
PL21204	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH70002	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT72879	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT73519	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GT73785	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE66104	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL36	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL36480	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL37388	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL47783	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH68774	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE40100	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE41094	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE66114	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE66642	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE66845	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE67737	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
CE68147	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH68302	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
PL47960	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
GH53923	0.0118	0.0	-3.6741	0.3028	-0.0588	0.6048
